loan_id,borrower_id,current_balance,interest_rate,payment_status,last_payment_date,last_updated_at,servicer_name
LN-00377,BR-00377,17314.27,21.2,CURRENT,2020-09-28,2026-02-20,Cedar Capital
LN-00459,BR-00459,,20.54,DEFAULT,2026-07-28,2026-07-23,Cedar Capital
LN-00617,BR-00617,7687.28,4.55,CURRENT,2026-07-13,2025-06-01,NorthStar Servicing
LN-00575,BR-00575,,15.97,CURRENT,2020-06-09,2026-06-07,Apex Loan Services
LN-01137,BR-01137,315.48,8.39,DELINQUENT,2025-10-18,2024-07-22,BlueRiver Finance
LN-01838,BR-00238,98560.33,9.65,CURRENT,2022-09-01,2024-03-25,Apex Loan Services
LN-01241,BR-01241,187951.8,14.46,CURRENT,2025-10-05,2025-09-28,NorthStar Servicing
LN-01675,BR-00075,118894.89,11.88,CURRENT,2025-03-22,2025-11-21,Cedar Capital
LN-00118,BR-00003,201713.57,7.06,CURRENT,2025-08-17,2026-07-23,BlueRiver Finance
LN-01988,BR-00388,3908.61,21.38,CURRENT,2024-07-09,2026-06-13,BlueRiver Finance
LN-00729,BR-00729,10511.0,19.51,CURRENT,2023-07-22,2025-02-27,BlueRiver Finance
LN-00256,BR-00256,258343.03,9.75,CURRENT,2023-08-19,2026-04-26,BlueRiver Finance
LN-01507,BR-01507,95079.91,18.33,CURRENT,2024-07-13,2026-03-12,BlueRiver Finance
LN-01495,BR-01495,20679.0,15.74,DELINQUENT,2025-04-29,2025-01-12,NorthStar Servicing
LN-00605,BR-00605,38397.99,12.22,DELINQUENT,2021-02-06,2026-08-01,Apex Loan Services
LN-00525,BR-00525,96653.37,18.32,CURRENT,2022-06-30,2025-12-02,NorthStar Servicing
LN-01640,BR-00040,2232.16,18.9,CURRENT,2021-05-13,2025-04-28,BlueRiver Finance
LN-00586,BR-00586,79630.33,9.34,DELINQUENT,2025-04-11,2025-07-01,NorthStar Servicing
LN-01474,BR-01474,31330.42,18.52,DELINQUENT,2024-06-04,2026-06-30,Apex Loan Services
LN-01690,BR-00090,,11.06,DEFAULT,2024-08-13,2025-01-01,Cedar Capital
LN-00010,BR-00010,172715.84,5.26,CURRENT,2026-03-12,2025-11-28,Cedar Capital
LN-00126,BR-00126,,22.73,CLOSED,2026-02-08,2025-12-18,Apex Loan Services
LN-00494,BR-00494,,12.56,CURRENT,2022-03-31,2025-03-29,BlueRiver Finance
LN-01455,BR-01455,,12.45,CURRENT,2025-06-25,2025-09-12,NorthStar Servicing
LN-00295,BR-00295,4100.02,18.88,DELINQUENT,2022-02-23,2025-10-21,Cedar Capital
LN-00267,BR-00267,11268.32,12.02,CURRENT,2024-04-07,2026-05-24,Apex Loan Services
LN-01064,BR-01064,10519.73,20.88,DELINQUENT,2026-06-30,2026-05-20,BlueRiver Finance
LN-01887,BR-00287,22702.86,13.66,DELINQUENT,2023-04-05,2025-11-08,Cedar Capital
LN-00879,BR-00879,,21.13,DEFAULT,2024-03-30,2024-02-09,Apex Loan Services
LN-00234,BR-00235,185367.41,15.32,CURRENT,2025-04-30,2025-07-20,NorthStar Servicing
LN-01868,BR-00268,4578.42,19.82,CURRENT,2025-05-11,2026-07-10,BlueRiver Finance
LN-01106,BR-01106,9181.47,18.69,CURRENT,2022-09-10,2026-01-17,NorthStar Servicing
LN-01805,BR-00205,31218.76,19.78,CURRENT,2025-07-20,2025-08-15,Apex Loan Services
LN-01557,BR-01557,3672.96,18.01,CURRENT,2026-07-10,2026-04-06,BlueRiver Finance
LN-00070,BR-00070,3353.29,18.1,CURRENT,2020-09-05,2026-03-14,NorthStar Servicing
LN-00414,BR-00414,30995.22,4.51,DELINQUENT,2022-04-11,2025-12-13,Apex Loan Services
LN-01185,BR-01185,86033.53,10.66,CURRENT,2025-03-16,2025-02-17,Cedar Capital
LN-01199,BR-01199,16648.54,12.33,CURRENT,2025-10-30,2025-09-26,Apex Loan Services
LN-00251,BR-00251,12369.89,5.84,CLOSED,2024-09-10,2025-02-22,Apex Loan Services
LN-01847,BR-00247,302.85,20.82,CURRENT,2025-09-13,2026-02-10,BlueRiver Finance
LN-01156,BR-01156,187209.07,11.01,CURRENT,2023-04-14,2026-06-21,BlueRiver Finance
LN-01145,BR-01145,,5.46,CURRENT,2020-12-05,2025-10-23,BlueRiver Finance
LN-01353,BR-01353,140579.97,13.04,DELINQUENT,2026-01-21,2026-06-27,Apex Loan Services
LN-01694,BR-00094,,18.28,CURRENT,2024-11-08,2025-12-17,Cedar Capital
LN-00949,BR-00949,56383.46,7.82,DEFAULT,2026-05-24,2026-02-18,Cedar Capital
LN-01515,BR-01515,24142.65,12.17,CURRENT,2026-04-05,2025-11-17,BlueRiver Finance
LN-01664,BR-00064,0,7.7,CLOSED,2021-06-17,2025-07-18,Cedar Capital
LN-00952,BR-00952,45523.27,14.8,CURRENT,2025-09-05,2026-03-09,BlueRiver Finance
LN-00849,BR-00849,127503.54,14.18,DEFAULT,2021-03-27,2026-03-20,NorthStar Servicing
LN-01781,BR-00181,,7.85,DEFAULT,2023-09-12,2025-08-07,BlueRiver Finance
LN-01780,BR-00180,23101.9,12.42,CURRENT,2026-07-25,2025-04-04,NorthStar Servicing
LN-00115,BR-00003,135636.4,20.19,CURRENT,2021-02-06,2026-03-07,NorthStar Servicing
LN-01265,BR-01265,3950.23,21.9,CURRENT,2025-03-19,2025-07-04,Apex Loan Services
LN-00645,BR-00645,6187.43,19.98,CURRENT,2026-04-06,2025-08-04,NorthStar Servicing
LN-01794,BR-00194,5959.74,10.98,DEFAULT,2022-06-07,2025-01-09,Cedar Capital
LN-00971,BR-00971,119884.74,9.38,CURRENT,2025-08-03,2025-03-12,NorthStar Servicing
LN-01509,BR-01509,7074.22,15.47,DELINQUENT,2026-01-09,2025-10-05,BlueRiver Finance
LN-00402,BR-00402,167757.7,13.67,CURRENT,2022-12-26,2026-02-18,Cedar Capital
LN-00283,BR-00283,9338.65,20.5,CURRENT,2026-03-01,2026-03-06,Apex Loan Services
LN-00190,BR-00190,56134.73,20.5,CURRENT,2023-12-06,2026-02-28,BlueRiver Finance
LN-01252,BR-01252,6340.21,18.23,CURRENT,2025-08-06,2026-05-05,NorthStar Servicing
LN-00710,BR-00710,446191.82,19.3,DELINQUENT,2023-11-18,2025-05-05,BlueRiver Finance
LN-00894,BR-00894,219033.9,18.79,CURRENT,2026-03-06,2025-06-04,Cedar Capital
LN-01114,BR-01114,4576.68,16.66,DEFAULT,2023-02-03,2025-06-19,Apex Loan Services
LN-01248,BR-01248,1254.91,15.12,DELINQUENT,2025-11-20,2025-10-05,NorthStar Servicing
LN-00157,BR-00157,5314.14,8.6,CURRENT,2023-11-16,2025-03-23,BlueRiver Finance
,BR-00018,66435.77,10.0,CLOSED,2024-12-17,2025-05-03,BlueRiver Finance
LN-01067,BR-01067,4266.78,13.56,CURRENT,2026-03-26,2025-08-23,BlueRiver Finance
LN-00535,BR-00535,8994.78,19.35,DELINQUENT,2023-05-22,2025-06-21,Apex Loan Services
LN-01213,BR-01213,,15.68,CURRENT,2026-05-03,2026-02-28,NorthStar Servicing
LN-01941,BR-00341,,15.19,CURRENT,2023-07-03,2025-12-07,BlueRiver Finance
LN-01411,BR-01411,,18.78,CURRENT,2026-05-19,2025-11-16,BlueRiver Finance
,BR-00013,2218.64,23.41,CURRENT,2020-08-02,2025-03-08,BlueRiver Finance
LN-01198,BR-01198,,15.68,CURRENT,2024-03-25,2025-10-06,Cedar Capital
LN-01938,BR-00338,14791.28,19.57,DELINQUENT,2022-08-23,2024-06-27,BlueRiver Finance
LN-01563,BR-01563,5936.57,7.54,CURRENT,2023-09-04,2026-08-02,Cedar Capital
LN-01788,BR-00188,107888.26,19.27,CURRENT,2025-01-28,2025-12-21,BlueRiver Finance
LN-00346,BR-00346,85892.93,12.1,DEFAULT,2025-08-03,2025-03-06,Apex Loan Services
LN-00633,BR-00633,,15.95,DELINQUENT,2023-09-02,2025-01-10,Apex Loan Services
LN-01347,BR-01347,412178.25,12.15,CURRENT,2023-08-26,2025-11-08,Cedar Capital
LN-01972,BR-00372,6587.89,6.6,DEFAULT,2026-01-28,2026-05-23,Apex Loan Services
LN-00934,BR-00934,87118.97,7.99,DEFAULT,2026-05-28,2026-05-03,BlueRiver Finance
LN-00855,BR-00855,402434.2,11.45,CLOSED,2024-06-29,2026-08-11,Apex Loan Services
LN-01139,BR-01139,3026.6,6.94,CURRENT,2025-12-26,2025-07-27,BlueRiver Finance
LN-00328,BR-00328,53672.7,12.51,DELINQUENT,2026-04-03,2025-10-26,Apex Loan Services
LN-00145,BR-00145,3162.74,16.13,CURRENT,2025-02-14,2026-07-10,Cedar Capital
LN-01304,BR-01304,,18.81,CURRENT,2025-03-18,2025-12-30,Apex Loan Services
LN-01229,BR-01229,3454.78,16.91,CURRENT,2025-08-19,2024-08-05,BlueRiver Finance
LN-01553,BR-01553,98571.8,9.32,DELINQUENT,2024-11-05,2025-06-13,Apex Loan Services
LN-01034,BR-01034,22716.08,12.04,CURRENT,2026-01-16,2026-02-17,BlueRiver Finance
LN-01344,BR-01344,2505.87,16.79,CURRENT,2026-05-19,2024-10-01,BlueRiver Finance
LN-01677,BR-00077,21206.3,18.18,CURRENT,2024-07-29,2025-09-22,Cedar Capital
LN-00232,BR-00233,,10.66,DEFAULT,2025-09-07,2026-04-25,NorthStar Servicing
LN-00453,BR-00453,38443.69,5.16,CURRENT,2023-02-20,2025-07-04,NorthStar Servicing
LN-01068,BR-01068,65514.94,8.69,DEFAULT,2024-01-02,2026-01-09,BlueRiver Finance
LN-00693,BR-00693,45627.24,13.43,CURRENT,2024-09-29,2025-12-19,BlueRiver Finance
LN-00113,BR-00113,2342.39,21.8,CURRENT,2025-05-25,2025-02-09,Cedar Capital
LN-01582,BR-01582,2107.46,11.42,CURRENT,2022-11-24,2025-11-01,NorthStar Servicing
LN-01152,BR-01152,12978.07,17.83,DELINQUENT,2026-02-23,2025-03-11,Apex Loan Services
LN-01985,BR-00385,3068.52,7.09,DEFAULT,2023-03-22,2026-03-20,BlueRiver Finance
LN-00342,BR-00342,,15.48,CURRENT,2026-02-19,2025-07-14,NorthStar Servicing
LN-00898,BR-00898,43047.43,19.39,CURRENT,2025-10-05,2025-05-06,BlueRiver Finance
LN-00516,BR-00516,0,16.37,CURRENT,2024-12-09,2025-11-19,Cedar Capital
LN-01849,BR-00249,0,17.15,CURRENT,2024-07-25,2025-03-22,Apex Loan Services
LN-00445,BR-00445,,17.44,CURRENT,2023-08-28,2025-11-08,Apex Loan Services
LN-00837,BR-00837,2625.28,11.81,CURRENT,2023-04-27,2025-08-26,NorthStar Servicing
LN-00522,BR-00522,609.43,18.1,CURRENT,2025-07-07,2026-04-08,Cedar Capital
LN-01560,BR-01560,8124.96,7.6,CURRENT,2024-02-24,2026-01-13,BlueRiver Finance
LN-00582,BR-00582,17078.39,9.54,CURRENT,2023-12-31,2025-03-11,Apex Loan Services
LN-00473,BR-00473,1242.95,19.53,CURRENT,2025-10-04,2025-12-19,BlueRiver Finance
LN-00184,BR-00184,289.48,6.75,CURRENT,2024-05-14,2025-12-16,BlueRiver Finance
LN-00359,BR-00359,,19.06,DELINQUENT,2022-12-21,2025-04-13,NorthStar Servicing
LN-01839,BR-00239,13140.16,14.1,CURRENT,2024-11-12,2024-10-03,Apex Loan Services
LN-01043,BR-01043,128427.91,11.31,CLOSED,2023-11-16,2025-03-20,NorthStar Servicing
LN-00892,BR-00892,84744.05,10.99,CURRENT,2021-01-05,2024-05-30,Cedar Capital
LN-01364,BR-01364,242447.68,9.97,CURRENT,2026-07-22,2026-05-24,BlueRiver Finance
LN-00745,BR-00745,127386.21,20.11,CURRENT,2026-03-07,2025-10-17,NorthStar Servicing
LN-01171,BR-01171,489.02,13.14,DELINQUENT,2026-07-02,2025-02-27,BlueRiver Finance
LN-00127,BR-00127,18854.78,10.88,CLOSED,2026-01-01,2026-02-25,NorthStar Servicing
LN-01850,BR-00250,0,16.97,DELINQUENT,2026-03-19,2026-08-19,Apex Loan Services
LN-01767,BR-00167,386589.59,9.66,CURRENT,2022-10-30,2025-02-16,Apex Loan Services
LN-01402,BR-01402,,13.2,DELINQUENT,2026-04-23,2025-06-24,Apex Loan Services
LN-01039,BR-01039,,16.62,CURRENT,2020-12-16,2025-11-16,Apex Loan Services
LN-00253,BR-00253,55633.75,8.77,CURRENT,2026-03-01,2026-07-29,Cedar Capital
LN-00925,BR-00925,174670.77,18.71,CURRENT,2023-09-30,2026-05-18,BlueRiver Finance
LN-01464,BR-01464,1458.46,15.96,DEFAULT,2026-01-05,2026-02-11,Apex Loan Services
LN-00166,BR-00166,302413.64,15.61,CURRENT,2022-07-06,2025-05-28,Cedar Capital
LN-01262,BR-01262,7375.58,9.36,CURRENT,2023-08-16,2025-08-22,Apex Loan Services
LN-00928,BR-00928,105769.2,13.75,CURRENT,2021-11-16,2025-03-25,BlueRiver Finance
LN-01134,BR-01134,,11.61,CURRENT,2025-09-26,2024-08-20,BlueRiver Finance
LN-01256,BR-01256,168327.69,6.47,CURRENT,2024-12-21,2026-08-04,NorthStar Servicing
LN-01449,BR-01449,11006.0,7.14,CURRENT,2024-10-20,2026-01-15,BlueRiver Finance
LN-00299,BR-00299,,13.32,CLOSED,2026-02-15,2024-12-12,Apex Loan Services
LN-00643,BR-00643,140882.98,7.09,DEFAULT,2025-10-27,2026-01-05,Cedar Capital
LN-00674,BR-00674,0,8.23,CLOSED,2026-06-03,2025-10-24,Cedar Capital
LN-01854,BR-00254,10285.37,7.7,CURRENT,2025-02-07,2025-02-19,NorthStar Servicing
LN-01631,BR-00031,87810.4,21.35,CLOSED,2022-03-03,2025-06-04,NorthStar Servicing
LN-01661,BR-00061,4568.71,21.9,CURRENT,2024-04-16,2025-11-13,Cedar Capital
LN-01452,BR-01452,66450.69,16.9,CURRENT,2023-11-02,2024-08-17,BlueRiver Finance
,BR-00014,0,14.63,DELINQUENT,2023-11-08,2026-02-15,BlueRiver Finance
LN-00332,BR-00332,349270.17,4.29,CURRENT,2021-04-02,2025-02-06,BlueRiver Finance
LN-00800,BR-00800,48026.26,11.46,DEFAULT,2024-12-06,2026-05-05,BlueRiver Finance
LN-01768,BR-00168,57576.19,8.18,CURRENT,2023-12-03,2025-04-12,NorthStar Servicing
