loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-01048,BR-01048,AUTO,2021-02-09,2025-02-09,25000,11812.81,4.99,48,MN,VEHICLE_REFINANCE,D,10,75K-100K,CURRENT,0,Apex Loan Services,2026-03-17,2025-12-24,AVAILABLE,API_IMPORT
LN-01049,BR-01049,EDUCATION,2022-03-11,2027-03-11,500000,147117.83,5.37,60,NY,EDUCATION_EXPENSE,B,10,<30K,DELINQUENT,15,NorthStar Servicing,2023-07-09,2025-07-27,AVAILABLE,API_IMPORT
LN-01050,BR-01050,PERSONAL,2019-11-16,2049-11-16,25000,11493.28,18.61,360,OH,MEDICAL,E,15,75K-100K,DELINQUENT,180,Apex Loan Services,2023-06-26,2026-04-03,MISSING,API_IMPORT
LN-01051,BR-01051,PERSONAL,2023-10-29,2026-10-28,15000,870.31,4.6,36,OR,DEBT_CONSOLIDATION,B,7,30K-50K,DELINQUENT,60,Cedar Capital,2024-08-18,2025-07-29,AVAILABLE,API_IMPORT
LN-01052,BR-01052,BUSINESS,2022-02-07,2042-02-07,25000,6849.49,9.88,240,MA,EXPANSION,C,2,75K-100K,CURRENT,0,BlueRiver Finance,2024-07-28,2025-02-13,AVAILABLE,SERVICING
LN-01053,BR-01053,BUSINESS,2025-07-24,2026-07-24,15000,4425.51,18.72,12,NJ,WORKING_CAPITAL,D,15,30K-50K,DELINQUENT,45,Cedar Capital,2025-10-13,2026-04-28,AVAILABLE,SERVICING
LN-01054,BR-01054,AUTO,2025-07-08,2028-07-07,50000,29889.27,18.92,36,NC,VEHICLE_PURCHASE,E,7,75K-100K,CURRENT,0,NorthStar Servicing,2026-02-25,2026-08-16,AVAILABLE,API_IMPORT
LN-01055,BR-01055,BUSINESS,2021-07-01,2025-07-01,10000,8749.1,9.76,48,MN,EQUIPMENT,D,7,75K-100K,CURRENT,0,NorthStar Servicing,2022-08-03,2025-08-12,AVAILABLE,SERVICING
LN-01056,BR-01056,PERSONAL,2020-09-23,2024-09-23,15000,302.4,11.56,48,NC,DEBT_CONSOLIDATION,D,1,30K-50K,DELINQUENT,45,BlueRiver Finance,2023-01-05,2025-06-14,AVAILABLE,ORIGINATION
LN-01057,BR-01057,HOME,2022-03-29,2029-03-28,100000,42567.63,20.28,84,MD,HOME_IMPROVEMENT,C,1,50K-75K,CURRENT,0,NorthStar Servicing,2024-06-07,2025-08-03,AVAILABLE,ORIGINATION
LN-01058,BR-01058,AUTO,2024-04-14,2027-04-14,100000,93544.63,6.54,36,TN,VEHICLE_PURCHASE,B,2,<30K,DELINQUENT,45,NorthStar Servicing,2025-12-19,2026-06-14,MISSING,API_IMPORT
LN-01059,BR-01059,PERSONAL,2024-09-12,2025-09-12,25000,0,9.17,12,NJ,MEDICAL,C,2,150K+,CLOSED,0,Cedar Capital,2024-11-13,2025-10-27,AVAILABLE,ORIGINATION
LN-01060,BR-01060,HOME,2022-05-05,2026-05-05,250000,237778.19,10.23,48,FL,HOME_IMPROVEMENT,B,10,30K-50K,CURRENT,0,Cedar Capital,2023-06-28,2025-08-14,MISSING,API_IMPORT
LN-01061,BR-01061,PERSONAL,2021-06-14,2025-06-14,500000,135867.38,8.79,48,NJ,DEBT_CONSOLIDATION,A,3,30K-50K,CURRENT,0,Cedar Capital,2022-02-15,2025-08-22,EXPIRED,API_IMPORT
LN-01062,BR-01062,EDUCATION,2019-08-21,2020-08-20,250000,97981.7,16.87,12,AZ,TUITION,A,1,100K-150K,CURRENT,0,Apex Loan Services,2021-08-17,2025-06-19,AVAILABLE,API_IMPORT
LN-01063,BR-01063,HOME,2021-04-22,2041-04-22,50000,11566.57,5.66,240,PA,HOME_REFINANCE,B,15,30K-50K,CURRENT,0,NorthStar Servicing,2022-02-23,2026-07-21,AVAILABLE,API_IMPORT
LN-01064,BR-01064,AUTO,2025-05-13,2031-05-13,15000,10519.73,20.88,72,MA,VEHICLE_REFINANCE,D,5,150K+,DELINQUENT,60,BlueRiver Finance,2026-06-30,2026-05-20,PENDING,SERVICING
LN-01065,BR-01065,AUTO,2020-07-29,2040-07-29,100000,57420.02,12.45,240,OR,VEHICLE_PURCHASE,B,5,75K-100K,CURRENT,0,BlueRiver Finance,2025-07-04,2026-07-16,AVAILABLE,ORIGINATION
LN-01066,BR-01066,HOME,2023-09-30,2038-09-30,25000,23773.92,13.67,180,CA,HOME_PURCHASE,D,20,<30K,CURRENT,0,Cedar Capital,2024-06-22,2025-08-19,MISSING,ORIGINATION
LN-01067,BR-01067,HOME,2024-03-04,2026-03-04,25000,4266.78,13.56,24,MA,HOME_REFINANCE,C,20,150K+,CURRENT,0,BlueRiver Finance,2026-03-26,2025-08-23,AVAILABLE,SERVICING
LN-01068,BR-01068,AUTO,2021-10-13,2031-10-13,75000,65514.94,8.69,120,CO,VEHICLE_PURCHASE,E,5,<30K,DELINQUENT,180,BlueRiver Finance,2024-01-02,2026-01-09,AVAILABLE,SERVICING
LN-01069,BR-01069,HOME,2025-04-16,2029-04-16,150000,13933.0,17.23,48,FL,HOME_REFINANCE,A,7,30K-50K,CURRENT,0,NorthStar Servicing,2025-12-25,2026-05-31,AVAILABLE,ORIGINATION
LN-01070,BR-01070,HOME,2025-04-29,2026-04-29,5000,873.26,21.88,12,CO,HOME_PURCHASE,C,1,100K-150K,CURRENT,0,BlueRiver Finance,2026-02-07,2025-10-21,AVAILABLE,API_IMPORT
LN-01071,BR-01071,AUTO,2023-01-06,2030-01-05,150000,65562.55,14.5,84,NJ,VEHICLE_PURCHASE,C,3,100K-150K,CURRENT,0,Cedar Capital,2025-12-30,2026-07-06,AVAILABLE,ORIGINATION
LN-01072,BR-01072,EDUCATION,2022-08-31,2037-08-31,5000,4681.97,5.58,180,AZ,EDUCATION_EXPENSE,A,1,100K-150K,CURRENT,0,Apex Loan Services,2024-05-01,2025-10-28,AVAILABLE,API_IMPORT
LN-01073,BR-01073,EDUCATION,2023-09-25,2033-09-24,50000,36739.21,16.59,120,CA,TUITION,A,5,100K-150K,CURRENT,0,NorthStar Servicing,2025-05-17,2025-07-07,AVAILABLE,ORIGINATION
LN-01074,BR-01074,BUSINESS,2020-03-15,2035-03-16,50000,25474.68,8.84,180,TN,WORKING_CAPITAL,C,1,75K-100K,CURRENT,0,NorthStar Servicing,2023-11-18,2025-09-06,AVAILABLE,API_IMPORT
LN-01075,BR-01075,HOME,2021-11-19,2026-11-19,50000,43305.0,7.55,60,NJ,HOME_PURCHASE,A,15,<30K,CURRENT,0,NorthStar Servicing,2025-09-05,2026-08-03,EXPIRED,SERVICING
LN-01076,BR-01076,AUTO,2022-07-14,2032-07-13,250000,227004.57,11.68,120,FL,VEHICLE_PURCHASE,A,1,100K-150K,CURRENT,0,Cedar Capital,2023-01-05,2025-06-22,AVAILABLE,SERVICING
LN-01077,BR-01077,EDUCATION,2022-06-24,2026-06-24,10000,6094.23,7.18,48,CA,TUITION,E,7,100K-150K,CURRENT,0,BlueRiver Finance,2025-06-01,2025-03-03,AVAILABLE,ORIGINATION
LN-01078,BR-01078,EDUCATION,2020-02-18,2023-02-17,100000,5829.71,7.56,36,PA,TUITION,E,3,75K-100K,DELINQUENT,180,Cedar Capital,2022-11-23,2025-04-23,AVAILABLE,SERVICING
LN-01079,BR-01079,EDUCATION,2022-03-20,2025-03-19,100000,64063.29,8.95,36,WA,EDUCATION_EXPENSE,C,2,75K-100K,CURRENT,0,NorthStar Servicing,2023-05-20,2025-08-05,AVAILABLE,API_IMPORT
LN-01080,BR-01080,PERSONAL,2019-05-29,2024-05-28,100000,27596.85,15.02,60,IL,DEBT_CONSOLIDATION,B,7,50K-75K,DELINQUENT,120,Apex Loan Services,2023-09-29,2025-06-20,AVAILABLE,SERVICING
LN-01081,BR-01081,PERSONAL,2020-09-02,2040-09-02,75000,24201.06,19.52,240,TX,HOME_IMPROVEMENT,A,20,100K-150K,CURRENT,0,Cedar Capital,2022-06-04,2025-04-20,AVAILABLE,SERVICING
LN-01082,BR-01082,BUSINESS,2025-10-26,2030-10-26,100000,69301.74,18.76,60,NY,WORKING_CAPITAL,D,3,<30K,CURRENT,0,BlueRiver Finance,2026-04-07,2026-03-23,AVAILABLE,ORIGINATION
LN-01083,BR-01083,EDUCATION,2022-11-01,2024-10-31,75000,5751.12,9.27,24,OR,TUITION,A,15,30K-50K,CURRENT,0,NorthStar Servicing,2025-12-04,2026-05-15,AVAILABLE,ORIGINATION
LN-01084,BR-01084,AUTO,2020-07-04,2050-07-05,15000,2124.71,19.12,360,NJ,VEHICLE_PURCHASE,A,5,<30K,CURRENT,0,NorthStar Servicing,2023-04-25,2025-10-01,AVAILABLE,API_IMPORT
LN-01085,BR-01085,BUSINESS,2019-04-21,2022-04-20,250000,35337.8,12.65,36,TX,EQUIPMENT,D,3,50K-75K,CURRENT,0,Apex Loan Services,2024-04-06,2026-01-18,AVAILABLE,ORIGINATION
LN-01086,BR-01086,EDUCATION,2019-11-19,2022-11-18,25000,4041.1,11.96,36,WA,EDUCATION_EXPENSE,D,3,100K-150K,CURRENT,0,Cedar Capital,2025-07-03,2026-01-11,AVAILABLE,API_IMPORT
LN-01087,BR-01087,EDUCATION,2023-09-10,2028-09-09,5000,1220.0,7.84,60,VA,TUITION,D,15,75K-100K,CURRENT,0,Cedar Capital,2026-02-11,2026-03-04,AVAILABLE,SERVICING
LN-01088,BR-01088,AUTO,2025-01-16,2032-01-16,250000,77197.63,20.55,84,NC,VEHICLE_PURCHASE,C,2,150K+,CURRENT,0,Apex Loan Services,2025-12-13,2025-07-31,AVAILABLE,ORIGINATION
LN-01089,BR-01089,EDUCATION,2022-06-24,2025-06-23,75000,9608.41,17.19,36,PA,EDUCATION_EXPENSE,D,7,30K-50K,CURRENT,0,Cedar Capital,2023-04-07,2025-09-20,PENDING,API_IMPORT
LN-01090,BR-01090,PERSONAL,2022-01-14,2023-01-14,100000,88570.15,8.05,12,IL,HOME_IMPROVEMENT,A,5,75K-100K,CURRENT,0,NorthStar Servicing,2025-06-01,2026-01-03,AVAILABLE,ORIGINATION
LN-01091,BR-01091,BUSINESS,2024-12-05,2027-12-05,50000,41807.54,7.28,36,FL,WORKING_CAPITAL,A,10,100K-150K,DELINQUENT,45,Apex Loan Services,2026-06-16,2026-04-04,AVAILABLE,ORIGINATION
LN-01092,BR-01092,AUTO,2023-08-18,2043-08-18,250000,136330.51,9.87,240,PA,VEHICLE_REFINANCE,E,20,100K-150K,CURRENT,0,BlueRiver Finance,2025-04-05,2025-05-05,AVAILABLE,ORIGINATION
LN-01093,BR-01093,PERSONAL,2025-01-07,2055-01-08,5000,2620.2,12.99,360,MA,HOME_IMPROVEMENT,C,10,50K-75K,DELINQUENT,15,BlueRiver Finance,2025-08-09,2025-09-23,AVAILABLE,SERVICING
LN-01094,BR-01094,BUSINESS,2021-12-07,2028-12-06,15000,7990.62,6.45,84,NJ,EXPANSION,C,20,150K+,CURRENT,0,BlueRiver Finance,2026-03-05,2025-09-17,AVAILABLE,API_IMPORT
LN-01095,BR-01095,PERSONAL,2020-08-23,2040-08-23,10000,0,18.01,240,OH,DEBT_CONSOLIDATION,E,1,30K-50K,CLOSED,0,NorthStar Servicing,2023-09-07,2026-04-08,AVAILABLE,ORIGINATION
LN-01096,BR-01096,AUTO,2021-10-16,2026-10-16,500000,184517.15,12.09,60,TX,VEHICLE_REFINANCE,E,20,100K-150K,DEFAULT,120,BlueRiver Finance,2023-06-20,2026-01-12,AVAILABLE,API_IMPORT
LN-01097,BR-01097,EDUCATION,2024-10-29,2054-10-30,150000,66281.26,17.66,360,OH,EDUCATION_EXPENSE,A,7,75K-100K,CURRENT,0,NorthStar Servicing,2026-05-15,2025-06-17,AVAILABLE,ORIGINATION
LN-01098,BR-01098,EDUCATION,2024-12-16,2029-12-16,5000,1106.63,15.72,60,WA,TUITION,C,15,30K-50K,DEFAULT,90,BlueRiver Finance,2025-11-10,2025-06-18,AVAILABLE,SERVICING
LN-01099,BR-01099,AUTO,2024-04-01,2031-04-01,5000,2014.2,13.73,84,MI,VEHICLE_PURCHASE,A,5,100K-150K,CURRENT,0,Cedar Capital,2025-05-27,2025-06-01,EXPIRED,SERVICING
LN-01100,BR-01100,BUSINESS,2021-07-13,2036-07-13,50000,43750.28,12.47,180,OR,EQUIPMENT,A,10,75K-100K,CURRENT,0,Cedar Capital,2023-05-16,2025-06-07,AVAILABLE,API_IMPORT
LN-01101,BR-01101,HOME,2019-12-21,2021-12-20,50000,19628.26,7.54,24,NY,HOME_REFINANCE,E,20,<30K,DELINQUENT,30,BlueRiver Finance,2021-08-30,2025-11-21,AVAILABLE,API_IMPORT
LN-01102,BR-01102,EDUCATION,2021-11-09,2026-11-09,25000,728.47,7.4,60,WA,TUITION,E,15,<30K,DEFAULT,90,NorthStar Servicing,2023-08-23,2026-06-13,AVAILABLE,SERVICING
LN-01103,BR-01103,BUSINESS,2023-01-28,2025-01-27,250000,204021.67,17.02,24,GA,WORKING_CAPITAL,B,5,150K+,CURRENT,0,Apex Loan Services,2024-10-12,2025-12-27,AVAILABLE,SERVICING
LN-01104,BR-01104,HOME,2024-08-01,2029-08-01,10000,157.25,5.73,60,AZ,HOME_PURCHASE,D,2,<30K,CURRENT,0,Apex Loan Services,2025-03-31,2025-08-05,AVAILABLE,SERVICING
LN-01105,BR-01105,PERSONAL,2019-03-13,2034-03-13,500000,419545.03,9.26,180,WA,MEDICAL,E,10,75K-100K,CURRENT,0,Cedar Capital,2021-08-02,2025-04-17,AVAILABLE,API_IMPORT
LN-01106,BR-01106,BUSINESS,2022-05-29,2023-05-29,15000,9181.47,18.69,12,NC,WORKING_CAPITAL,E,10,100K-150K,CURRENT,0,NorthStar Servicing,2022-09-10,2026-01-17,AVAILABLE,SERVICING
LN-01107,BR-01107,PERSONAL,2021-10-27,2022-10-27,250000,93641.49,9.37,12,AZ,MEDICAL,B,7,<30K,CURRENT,0,BlueRiver Finance,2026-01-09,2026-05-05,AVAILABLE,SERVICING
LN-01108,BR-01108,EDUCATION,2022-09-14,2037-09-14,75000,0,5.9,180,TX,EDUCATION_EXPENSE,C,5,<30K,CLOSED,0,BlueRiver Finance,2024-12-14,2025-01-03,AVAILABLE,ORIGINATION
LN-01109,BR-01109,AUTO,2022-08-31,2052-08-31,100000,28756.97,18.99,360,MA,VEHICLE_REFINANCE,D,5,150K+,CURRENT,0,BlueRiver Finance,2026-01-14,2025-02-01,MISSING,ORIGINATION
LN-01110,BR-01110,HOME,2019-08-17,2026-08-16,75000,23909.14,5.57,84,NY,HOME_REFINANCE,B,3,75K-100K,CURRENT,0,NorthStar Servicing,2020-05-18,2025-01-06,AVAILABLE,API_IMPORT
LN-01111,BR-01111,EDUCATION,2023-03-03,2033-03-02,100000,131.67,17.09,120,NC,TUITION,A,15,150K+,DELINQUENT,15,Cedar Capital,2026-02-01,2025-02-05,AVAILABLE,SERVICING
LN-01112,BR-01112,BUSINESS,2020-03-07,2023-03-07,500000,144284.35,13.79,36,MA,EQUIPMENT,C,2,100K-150K,CURRENT,0,NorthStar Servicing,2023-05-20,2025-04-02,AVAILABLE,API_IMPORT
LN-01113,BR-01113,BUSINESS,2023-03-23,2043-03-23,25000,3876.81,19.9,240,WA,EQUIPMENT,D,7,50K-75K,DELINQUENT,90,BlueRiver Finance,2024-11-12,2025-11-05,MISSING,SERVICING
LN-01114,BR-01114,EDUCATION,2020-02-19,2035-02-19,10000,4576.68,16.66,180,WA,TUITION,B,2,75K-100K,DEFAULT,120,Apex Loan Services,2023-02-03,2025-06-19,AVAILABLE,API_IMPORT
LN-01115,BR-01115,AUTO,2020-12-18,2030-12-18,25000,13535.77,5.92,120,NY,VEHICLE_PURCHASE,E,3,<30K,CURRENT,0,Cedar Capital,2026-05-09,2025-02-27,AVAILABLE,ORIGINATION
LN-01116,BR-01116,BUSINESS,2023-11-10,2033-11-09,10000,4621.23,8.14,120,MD,EXPANSION,C,3,50K-75K,CURRENT,0,Apex Loan Services,2023-12-24,2026-07-21,AVAILABLE,SERVICING
LN-01117,BR-01117,HOME,2019-09-29,2022-09-28,25000,3762.09,7.4,36,WA,HOME_IMPROVEMENT,D,7,75K-100K,CURRENT,0,NorthStar Servicing,2024-06-06,2026-04-10,AVAILABLE,SERVICING
LN-01118,BR-01118,HOME,2019-02-08,2021-02-07,25000,12069.33,20.15,24,AZ,HOME_PURCHASE,B,3,75K-100K,CURRENT,0,NorthStar Servicing,2025-08-18,2026-08-05,AVAILABLE,ORIGINATION
LN-01119,BR-01119,EDUCATION,2025-01-06,2029-01-06,25000,4640.02,11.64,48,OH,TUITION,B,3,150K+,CURRENT,0,BlueRiver Finance,2026-04-14,2026-02-13,AVAILABLE,SERVICING
LN-01120,BR-01120,HOME,2019-07-18,2049-07-18,150000,20370.47,21.02,360,MD,HOME_REFINANCE,E,3,150K+,CURRENT,0,BlueRiver Finance,2025-01-09,2025-05-16,AVAILABLE,SERVICING
LN-01121,BR-01121,PERSONAL,2024-03-06,2029-03-06,75000,12926.81,15.63,60,AZ,MEDICAL,E,10,50K-75K,CURRENT,0,NorthStar Servicing,2024-10-25,2025-01-03,AVAILABLE,API_IMPORT
LN-01122,BR-01122,AUTO,2019-05-28,2023-05-28,50000,3411.89,9.85,48,NY,VEHICLE_REFINANCE,C,7,75K-100K,CURRENT,0,NorthStar Servicing,2022-01-19,2025-05-16,AVAILABLE,API_IMPORT
LN-01123,BR-01123,HOME,2025-09-05,2035-09-05,10000,2420.08,9.33,120,TX,HOME_IMPROVEMENT,C,20,<30K,CURRENT,0,Apex Loan Services,2026-01-30,2026-07-24,AVAILABLE,ORIGINATION
LN-01124,BR-01124,HOME,2025-08-05,2055-08-06,10000,4965.63,12.57,360,MN,HOME_PURCHASE,E,7,50K-75K,CURRENT,0,BlueRiver Finance,2025-12-12,2026-05-03,AVAILABLE,API_IMPORT
LN-01125,BR-01125,PERSONAL,2021-10-19,2023-10-19,150000,15434.73,7.71,24,CA,DEBT_CONSOLIDATION,E,20,<30K,DEFAULT,90,Apex Loan Services,2024-07-02,2025-04-05,AVAILABLE,SERVICING
LN-01126,BR-01126,EDUCATION,2020-03-05,2027-03-05,75000,10707.34,20.36,84,NY,TUITION,A,5,<30K,CURRENT,0,Apex Loan Services,2021-05-19,2026-03-20,AVAILABLE,SERVICING
LN-01127,BR-01127,EDUCATION,2025-11-12,2040-11-12,250000,77951.15,21.49,180,GA,EDUCATION_EXPENSE,D,7,75K-100K,CURRENT,0,BlueRiver Finance,2026-05-02,2025-12-12,AVAILABLE,API_IMPORT
LN-01128,BR-01128,PERSONAL,2025-05-27,2027-05-27,5000,4353.33,16.66,24,GA,DEBT_CONSOLIDATION,C,10,<30K,CURRENT,0,Cedar Capital,2026-04-02,2026-03-02,AVAILABLE,ORIGINATION
LN-01129,BR-01129,HOME,2025-08-22,2032-08-21,50000,17001.0,21.44,84,CA,HOME_PURCHASE,E,1,150K+,CURRENT,0,Apex Loan Services,2026-06-04,2025-11-11,AVAILABLE,API_IMPORT
LN-01130,BR-01130,BUSINESS,2022-09-21,2026-09-21,500000,327468.47,10.17,48,FL,WORKING_CAPITAL,A,7,50K-75K,CURRENT,0,Apex Loan Services,2022-10-28,2025-11-08,AVAILABLE,API_IMPORT
LN-01131,BR-01131,BUSINESS,2021-11-11,2022-11-11,50000,40905.0,5.05,12,WA,WORKING_CAPITAL,B,3,150K+,CURRENT,0,Cedar Capital,2023-01-29,2025-02-14,PENDING,ORIGINATION
LN-01132,BR-01132,PERSONAL,2023-08-15,2028-08-14,500000,101511.3,17.06,60,CA,DEBT_CONSOLIDATION,C,7,30K-50K,CURRENT,0,NorthStar Servicing,2024-10-20,2025-07-26,AVAILABLE,SERVICING
LN-01133,BR-01133,HOME,2025-09-02,2040-09-02,500000,264227.99,20.32,180,WA,HOME_IMPROVEMENT,C,3,<30K,CURRENT,0,Apex Loan Services,2025-11-01,2026-01-07,AVAILABLE,API_IMPORT
LN-01134,BR-01134,PERSONAL,2024-02-13,2034-02-12,75000,15782.12,10.83,120,OR,DEBT_CONSOLIDATION,D,2,100K-150K,CURRENT,0,BlueRiver Finance,2025-09-26,2026-02-18,AVAILABLE,ORIGINATION
LN-01135,BR-01135,PERSONAL,2020-05-20,2026-05-20,50000,632.12,19.91,72,OH,DEBT_CONSOLIDATION,C,1,75K-100K,CURRENT,0,NorthStar Servicing,2020-07-06,2026-02-10,AVAILABLE,ORIGINATION
LN-01136,BR-01136,PERSONAL,2023-06-10,2030-06-09,75000,66339.14,21.88,84,CO,HOME_IMPROVEMENT,C,20,<30K,CURRENT,0,BlueRiver Finance,2023-11-01,2026-02-04,AVAILABLE,ORIGINATION
LN-01137,BR-01137,HOME,2023-09-13,2024-09-12,15000,315.48,8.39,12,OR,HOME_IMPROVEMENT,C,15,75K-100K,DELINQUENT,60,BlueRiver Finance,2025-10-18,2025-08-02,AVAILABLE,SERVICING
LN-01138,BR-01138,BUSINESS,2020-03-19,2023-03-19,500000,21918.61,8.33,36,PA,EQUIPMENT,C,7,30K-50K,DEFAULT,90,BlueRiver Finance,2026-01-26,2026-03-02,AVAILABLE,ORIGINATION
LN-01139,BR-01139,PERSONAL,2020-03-26,2021-03-26,15000,10351.92,6.94,12,TX,HOME_IMPROVEMENT,B,15,<30K,CURRENT,0,BlueRiver Finance,2025-12-26,2025-07-27,AVAILABLE,ORIGINATION
LN-01140,BR-01140,HOME,2021-04-26,2031-04-26,75000,18718.87,20.43,120,IL,HOME_REFINANCE,E,10,30K-50K,DELINQUENT,45,NorthStar Servicing,2022-07-09,2025-07-23,EXPIRED,SERVICING
LN-01141,BR-01141,PERSONAL,2022-04-18,2052-04-18,25000,8335.32,4.95,360,TX,HOME_IMPROVEMENT,B,15,75K-100K,DELINQUENT,45,Cedar Capital,2023-09-15,2025-09-09,PENDING,API_IMPORT
LN-01142,BR-01142,BUSINESS,2023-03-25,2053-03-25,25000,10269.97,21.25,360,WA,EXPANSION,E,5,75K-100K,DELINQUENT,120,Cedar Capital,2025-12-30,2025-12-26,AVAILABLE,API_IMPORT
LN-01143,BR-01143,EDUCATION,2025-11-14,2032-11-13,25000,6670.11,21.31,84,FL,EDUCATION_EXPENSE,B,7,50K-75K,DEFAULT,120,Apex Loan Services,2025-12-22,2026-05-20,AVAILABLE,ORIGINATION
LN-01144,BR-01144,HOME,2019-11-01,2024-10-31,15000,6079.44,10.18,60,VA,HOME_REFINANCE,B,2,75K-100K,DEFAULT,90,Cedar Capital,2023-06-27,2026-07-13,AVAILABLE,SERVICING
LN-01145,BR-01145,EDUCATION,2019-03-16,2025-03-15,500000,275921.94,5.18,72,NY,TUITION,E,2,30K-50K,CURRENT,0,BlueRiver Finance,2020-12-05,2025-10-23,AVAILABLE,SERVICING
LN-01146,BR-01146,EDUCATION,2021-02-01,2024-02-01,5000,806.52,9.19,36,NY,EDUCATION_EXPENSE,E,3,150K+,CURRENT,0,Cedar Capital,2024-07-27,2026-06-30,AVAILABLE,SERVICING
LN-01147,BR-01147,AUTO,2024-01-11,2027-01-10,150000,46329.77,9.96,36,IL,VEHICLE_PURCHASE,B,10,75K-100K,DELINQUENT,90,BlueRiver Finance,2025-12-24,2025-05-07,AVAILABLE,SERVICING
LN-01148,BR-01148,PERSONAL,2019-04-01,2026-03-31,5000,455.0,20.41,84,CA,MEDICAL,C,7,50K-75K,DEFAULT,120,Cedar Capital,2023-10-24,2025-09-28,AVAILABLE,SERVICING
LN-01149,BR-01149,EDUCATION,2023-12-11,2027-12-11,10000,7798.56,20.01,48,NC,TUITION,C,3,150K+,DELINQUENT,60,BlueRiver Finance,2025-10-10,2025-02-03,AVAILABLE,API_IMPORT
LN-01150,BR-01150,EDUCATION,2020-05-14,2035-05-15,75000,28288.35,7.33,180,NJ,TUITION,B,15,75K-100K,CURRENT,0,BlueRiver Finance,2022-05-10,2025-08-26,AVAILABLE,ORIGINATION
LN-01151,BR-01151,HOME,2025-10-25,2040-10-25,100000,33942.31,13.61,180,FL,HOME_IMPROVEMENT,B,5,30K-50K,CURRENT,0,NorthStar Servicing,2026-02-17,2026-07-11,AVAILABLE,SERVICING
LN-01152,BR-01152,EDUCATION,2025-01-27,2045-01-27,15000,12978.07,17.83,240,MN,TUITION,B,15,<30K,CURRENT,0,Apex Loan Services,2026-02-23,2026-03-23,AVAILABLE,SERVICING
LN-01153,BR-01153,PERSONAL,2021-01-03,2027-01-03,5000,2007.65,12.01,72,NY,HOME_IMPROVEMENT,A,20,50K-75K,CURRENT,0,Apex Loan Services,2024-10-20,2025-03-07,MISSING,SERVICING
LN-01154,BR-01154,PERSONAL,2023-07-20,2027-07-20,75000,2311.62,18.38,48,WA,DEBT_CONSOLIDATION,A,2,75K-100K,CURRENT,0,BlueRiver Finance,2025-10-10,2025-03-29,AVAILABLE,ORIGINATION
LN-01155,BR-01155,HOME,2021-04-14,2026-04-14,50000,24353.51,7.87,60,VA,HOME_REFINANCE,A,7,30K-50K,CURRENT,0,BlueRiver Finance,2025-08-28,2025-08-18,AVAILABLE,API_IMPORT
LN-01156,BR-01156,HOME,2022-09-12,2026-09-12,250000,187209.07,9.57,48,GA,HOME_IMPROVEMENT,E,5,100K-150K,CURRENT,0,BlueRiver Finance,2023-04-14,2026-06-21,AVAILABLE,API_IMPORT
LN-01157,BR-01157,BUSINESS,2023-01-03,2033-01-02,100000,93118.34,20.05,120,MD,WORKING_CAPITAL,D,5,150K+,CURRENT,0,BlueRiver Finance,2025-01-03,2025-07-05,AVAILABLE,ORIGINATION
LN-01158,BR-01158,EDUCATION,2025-11-03,2029-11-03,25000,6406.22,7.54,48,VA,EDUCATION_EXPENSE,A,5,100K-150K,CURRENT,0,BlueRiver Finance,2026-01-05,2026-03-13,AVAILABLE,API_IMPORT
LN-01159,BR-01159,EDUCATION,2023-03-08,2053-03-08,250000,86096.9,6.03,360,OR,EDUCATION_EXPENSE,C,3,30K-50K,CURRENT,0,BlueRiver Finance,2024-12-12,2025-12-03,AVAILABLE,ORIGINATION
LN-01160,BR-01160,EDUCATION,2019-09-09,2021-09-08,5000,4168.43,18.2,24,MN,TUITION,B,10,150K+,DELINQUENT,30,Cedar Capital,2021-11-16,2026-02-15,AVAILABLE,ORIGINATION
LN-01161,BR-01161,HOME,2019-03-08,2021-03-07,25000,0,7.96,24,FL,HOME_PURCHASE,A,1,75K-100K,CLOSED,0,Apex Loan Services,2024-02-23,2025-03-31,AVAILABLE,SERVICING
LN-01162,BR-01162,AUTO,2020-11-18,2022-11-18,500000,305436.17,8.64,24,NY,VEHICLE_REFINANCE,E,15,30K-50K,DELINQUENT,15,Cedar Capital,2023-05-08,2026-06-19,AVAILABLE,API_IMPORT
LN-01163,BR-01163,EDUCATION,2021-02-19,2036-02-20,10000,9735.84,16.36,180,NY,EDUCATION_EXPENSE,E,15,150K+,CURRENT,0,NorthStar Servicing,2024-11-19,2026-05-24,AVAILABLE,API_IMPORT
LN-01164,BR-01164,PERSONAL,2021-07-04,2024-07-03,25000,18162.15,5.82,36,NJ,HOME_IMPROVEMENT,A,15,100K-150K,CURRENT,0,Apex Loan Services,2025-01-31,2025-05-15,AVAILABLE,SERVICING
LN-01165,BR-01165,HOME,2023-08-24,2038-08-24,75000,41870.01,21.58,180,OH,HOME_PURCHASE,E,3,100K-150K,CURRENT,0,Cedar Capital,2024-06-15,2025-07-29,AVAILABLE,SERVICING
LN-01166,BR-01166,BUSINESS,2021-12-13,2028-12-12,500000,313186.34,8.4,84,CO,EXPANSION,D,15,100K-150K,CURRENT,0,BlueRiver Finance,2026-02-26,2026-03-06,AVAILABLE,SERVICING
